category ,sub cat ,prod code,name ,product page url ,desc ,key features ,package content,size ,area ,height ,material ,weight ,color ,vase included ,customer price ,discount price ,wholeseller price ,wholeseller discount price ,availability ,featured ,promotional page ,promotional date ,productId ,offer valid ,title ,meta des ,alt_tag
GIFT ARTICLES,,b12121,bracelates,,looking good,awsome,good,0,0,,,0,Other,Yes,1000,500,2000,1000,0,No,No,0000-00-00,827,,Buy Bracelates Online in India | GIFT ARTICLES | Fourwalls,Buy Bracelates at lowest price from Fourwalls. Choose from wide range of GIFT ARTICLES online in India. Wholesale Discounts. Free Shipping.,Buy Bracelates Online
Artificial Flowers,Bunches,AB CARNATION X 14/1225/Red,48 cm tall Artificial Carnation Bunch with 14 flower(Red,48-cm-tall-artificial-carnation-bunch-with-14-flower-red-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Synthetic, Color: Red, Finish: Multi Package Contents: 1 Flower Bunch Item Size: 50 cm x 30 cm x 50 cm Battery required: No This is an artificial flower total height- 48 cm Use in centerpieces, existing arrangements, bouquets or displays",14 flowers,0,0,48,Synthetic Cloth,400,Red,Yes,1500,449,225,0,20,No,No,1-1-1970,124,"LAUNCH15,FLOWER12",Buy 48 Cm Tall Artificial Carnation Bunch With 14 Flower(Red) Online in India | Artificial Flowers | Fourwalls,Buy 48 Cm Tall Artificial Carnation Bunch With 14 Flower(Red) at lowest price from Fourwalls. Choose from wide range of Artificial Flowers online in India. Whol,Buy 48 Cm Tall Artificial Carnation Bunch With 14 Flower(Red) Online
Artificial Potted Plants,,ABT26CMDIEFFENBACHIA/1375/B,Premium Range Artificial Dieffenbachia Plant with Ceramic Vase (multicolour,premium-range-artificial-dieffenbachia-plant-with-ceramic-vase-multicolour-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Multi, Pot Finish: Glossy Package contents: 1 artificial bonsai plant with pot Item height: 26cm Natural looking moss at the surface Natural looking leaves Pot height: 9cm",1 artificial bonsai plant with pot,0,0,26,"Vase: Ceramic, Plant: Polyester and Flower",750,Multicolor,Yes,1500,750,375,0,20,No,No,1-1-1970,123,LAUNCH15,Buy Premium Range Artificial Dieffenbachia Plant With Ceramic Vase (multicolour) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Dieffenbachia Plant With Ceramic Vase (multicolour) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Pla,Buy Premium Range Artificial Dieffenbachia Plant With Ceramic Vase (multicolour) Online
Artificial Potted Plants,,ABT59CMCAMELIA/144LVS/11050/wht,Premium Range Artificial Camelia Plant with Stylish Ceramic Vase (White,premium-range-artificial-camelia-plant-with-stylish-ceramic-vase-white-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Vase: Ceramic, Plant: Polyester and Flower: Fabric, Color: White Package Contents: 1 Artificial Bonsai Plant with Pot Pot Size: 17 cm x 10 cm x 14 Incredible detailing of leaves Miniature size plant Natural looking and comes attached to the pot Pebbles fixed on the surface of the pot",1 artificial bonsai plant with pot,0,0,59,"Vase: Ceramic, Plant: Polyester and Flower",750,White,Yes,3300,1980,1050,0,20,No,No,1-1-1970,122,LAUNCH15,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (White) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (White) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (White) Online
Artificial Potted Plants,,ABT59CMCAMELIA/144LVS/11050/PK,Premium Range Artificial Camelia Plant with Stylish Ceramic Vase (PINK,premium-range-artificial-camelia-plant-with-stylish-ceramic-vase-pink-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Vase: Ceramic, Plant: Polyester and Flower: Fabric, Color: PINK and Finish: Glossy Package Contents: 1 Artificial Bonsai Plant with Pot Pot Size: 17 cm x 10 cm x 14 Incredible detailing of leaves Miniature size plant Natural looking and comes attached to the pot Pebbles fixed on the surface of the pot",1 artificial bonsai plant with pot,0,0,59,"Vase: Ceramic, Plant: Polyester and Flower",750,Pink,Yes,3300,1980,1050,0,0,No,No,1-1-1970,121,LAUNCH15,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (PINK) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (PINK) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants o,Buy Premium Range Artificial Camelia Plant With Stylish Ceramic Vase (PINK) Online
Artificial Potted Plants,,ABT59CMPHILODENDRON/11050/GRN,Premium Range Artificial Philodendron Plant with Stylish Ceramic Vase (green,premium-range-artificial-philodendron-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Vase: Ceramic, Plant: Polyester and Flower: Fabric, Color: Green and Finish: Glossy Package Contents: 1 Artificial Bonsai Plant with Pot Pot Size: 17 cm x 10 cm x 14 Incredible detailing of leaves Miniature size plant Natural looking and comes attached to the pot Pebbles fixed on the surface of the pot",1 artificial bonsai plant with pot,0,0,59,"Vase: Ceramic, Plant: Polyester and Flower",750,Green,Yes,3300,2499,1050,0,20,No,Yes,3-8-2016,120,LAUNCH15,Buy Premium Range Artificial Philodendron Plant With Stylish Ceramic Vase (green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Philodendron Plant With Stylish Ceramic Vase (green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Pl,Buy Premium Range Artificial Philodendron Plant With Stylish Ceramic Vase (green) Online
Artificial Potted Plants,,ABT59CMCALADIUM/11050/GRN,Premium Range Tall Caladium in a Stylish Ceramic Vase(green,premium-range-tall-caladium-in-a-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Vase: Ceramic, Plant: Polyester and Flower: Fabric, Color: Green and Finish: Glossy Package Contents: 1 Artificial Bonsai Plant with Pot Pot Size: 17 cm x 10 cm x 14 Incredible detailing of leaves Miniature size plant Natural looking and comes attached to the pot Pebbles fixed on the surface of the pot",1 artificial bonsai plant with pot,0,0,59,"Vase: Ceramic, Plant: Polyester and Flower",750,Green,Yes,3300,2499,1050,0,20,Yes,Yes,3-8-2016,119,LAUNCH15,Buy Premium Range Tall Caladium In A Stylish Ceramic Vase(green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Tall Caladium In A Stylish Ceramic Vase(green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants online in In,Buy Premium Range Tall Caladium In A Stylish Ceramic Vase(green) Online
Artificial Potted Plants,,ABT28CMYUCCA/1250/RD,Premium Range Artificial Yucca Plant with Stylish Ceramic Vase (RED,premium-range-artificial-yucca-plant-with-stylish-ceramic-vase-red-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: RED, Pot Finish: Matte Package contents: 1 artificial bonsai plant with pot Item height: 28cm Elegant stone layering at the surface of the pot Natural looking leaves PU trunk Pot height: 9cm",1 artificial bonsai plant with pot,0,0,59,"Vase: Ceramic, Plant: Polyester and Flower",350,Red,Yes,750,499,250,0,20,No,No,1-1-1970,118,LAUNCH15,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (RED) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (RED) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants onli,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (RED) Online
Artificial Potted Plants,,ABT28CMYUCCA/1250/GRN,Premium Range Artificial Yucca Plant with Stylish Ceramic Vase (green,premium-range-artificial-yucca-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Green, Pot Finish: Matte Package contents: 1 artificial bonsai plant with pot Item height: 28cm Elegant stone layering at the surface of the pot Natural looking leaves PU trunk Pot height: 9cm",1 artificial bonsai plant with pot,0,0,28,"Vase: Ceramic, Plant: Polyester and Flower",350,Green,Yes,750,499,250,0,20,No,No,1-1-1970,117,LAUNCH15,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants on,Buy Premium Range Artificial Yucca Plant With Stylish Ceramic Vase (green) Online
Artificial Potted Plants,,ABT38CMALOCASIA/36LVS/1425/GRN,Premium Range Artificial Alocasia Plant with Stylish Ceramic Vase (green,premium-range-artificial-alocasia-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Green, Pot Finish: Glossy Package contents: 1 artificial bonsai plant with pot Item height: 38cm Elegant stone layering at the surface of the pot Natural looking leaves Pot height: 12cm",1 artificial bonsai plant with pot,0,0,38,"Vase: Ceramic, Plant: Polyester and Flower",450,Green,Yes,2150,799,425,0,20,Yes,No,1-1-1970,116,LAUNCH15,Buy Premium Range Artificial Alocasia Plant With Stylish Ceramic Vase (green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Alocasia Plant With Stylish Ceramic Vase (green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants,Buy Premium Range Artificial Alocasia Plant With Stylish Ceramic Vase (green) Online
Artificial Potted Plants,,ABT38CMQUERCUS/78LVS/1425,Premium Range Artificial Quercus Plant with Stylish Ceramic Vase (green,premium-range-artificial-quercus-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Green, Pot Finish: Glossy Package contents: 1 artificial bonsai plant with pot Item height: 38cm Elegant stone layering at the surface of the pot Natural looking leaves Pot height: 12cm",1 artificial bonsai plant with pot,0,0,38,"Vase: Ceramic, Plant: Polyester and Flower",450,Green,Yes,1325,799,425,0,20,No,No,1-1-1970,115,LAUNCH15,Buy Premium Range Artificial Quercus Plant With Stylish Ceramic Vase (green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Quercus Plant With Stylish Ceramic Vase (green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants,Buy Premium Range Artificial Quercus Plant With Stylish Ceramic Vase (green) Online
Artificial Potted Plants,,ABT22CMPHILODENDRON/1225/A,Premium Range Mini Artificial Philodendron Plant with Stylish Ceramic Vase(green,premium-range-mini-artificial-philodendron-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Multi, Pot Finish: Glossy Package contents: 1 artificial bonsai plant with pot Item height: 22cm Elegant stone layering at the surface of the pot Natural looking leaves Pot height: 7cm",1 artificial bonsai plant with pot,0,0,22,"Vase: Ceramic, Plant: Polyester and Flower",350,Green,Yes,800,449,225,0,20,No,No,1-1-1970,114,LAUNCH15,Buy Premium Range Mini Artificial Philodendron Plant With Stylish Ceramic Vase(green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Mini Artificial Philodendron Plant With Stylish Ceramic Vase(green) at lowest price from Fourwalls. Choose from wide range of Artificial Potte,Buy Premium Range Mini Artificial Philodendron Plant With Stylish Ceramic Vase(green) Online
Artificial Potted Plants,,ABT38CMPACHIRA/1425/LGLVS/GRN,Premium Range Artificial Pachira Plant with Stylish Ceramic Vase (green,premium-range-artificial-pachira-plant-with-stylish-ceramic-vase-green-,"Pick from an extensive range of merchandise for your every household need. From artificial flowers, plants and vases to floral accessories like decorative wrapping materials, Fourwall's got them all in a variety of vibrant colors and designs","Material: Fabric, Color: Green, Pot Finish: Glossy Package contents: 1 artificial bonsai plant with pot Item height: 38cm Elegant stone layering at the surface of the pot Natural looking leaves Pot height: 12cm",1 artificial bonsai plant with pot,0,0,38,"Vase: Ceramic, Plant: Polyester and Flower",400,Green,Yes,1350,799,425,0,20,No,No,1-1-1970,113,LAUNCH15,Buy Premium Range Artificial Pachira Plant With Stylish Ceramic Vase (green) Online in India | Artificial Potted Plants | Fourwalls,Buy Premium Range Artificial Pachira Plant With Stylish Ceramic Vase (green) at lowest price from Fourwalls. Choose from wide range of Artificial Potted Plants,Buy Premium Range Artificial Pachira Plant With Stylish Ceramic Vase (green) Online
